ISO;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;Estimates Start After
SVN;Slovenia;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.271;16.626;16.845;21.384;21.516;20.805;22.168;22.770;20.393;20.901;23.539;29.673;34.448;36.261;39.514;48.073;55.773;50.513;48.248;51.575;46.607;48.416;50.010;43.112;44.754;48.569;54.186;54.180;52.838;59.132;63.576;67.066;70.529;73.862;77.185;2020
SLB;Solomon Islands;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.183;0.194;0.193;0.181;0.182;0.166;0.148;0.155;0.176;0.173;0.215;0.228;0.269;0.301;0.403;0.469;0.511;0.527;0.458;0.488;0.420;0.410;0.346;0.353;0.398;0.477;0.539;0.620;0.699;0.736;0.847;1.050;1.191;1.285;1.338;1.311;1.381;1.458;1.566;1.579;1.567;1.644;1.805;1.975;2.123;2.258;2.399;2019
SOM;Somalia;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.499;3.611;3.892;3.964;4.049;4.198;4.509;4.721;4.944;4.920;5.367;5.641;5.941;6.268;6.633;7.046;2019
ZAF;South Africa;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;82.981;85.463;78.415;87.417;77.315;59.102;67.562;88.572;95.207;99.044;115.533;123.964;134.557;134.345;139.804;155.461;147.701;152.611;137.686;136.550;136.453;121.602;115.748;175.254;228.931;257.667;271.812;299.033;287.095;297.221;375.304;416.879;396.332;366.821;350.901;317.578;296.273;349.433;368.135;351.354;302.114;329.529;344.139;354.886;365.985;377.566;406.937;2020
SSD;South Sudan;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;17.186;11.267;14.947;15.383;14.801;3.501;3.495;4.659;4.143;4.074;4.461;5.345;5.659;6.026;6.067;6.881;2018
ESP;Spain;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;230.759;204.588;197.643;172.856;172.381;181.620;251.304;318.389;374.068;412.590;535.652;576.446;630.122;529.319;531.137;613.946;640.026;589.376;618.414;635.968;598.628;627.834;708.256;907.264;1,068.570;1,154.354;1,260.466;1,474.176;1,631.685;1,489.853;1,423.270;1,480.450;1,325.583;1,355.162;1,371.576;1,195.721;1,232.573;1,312.076;1,422.799;1,393.644;1,278.208;1,461.552;1,571.099;1,644.730;1,715.981;1,769.026;1,824.047;2020
LKA;Sri Lanka;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;5.024;5.228;5.644;6.093;7.142;7.064;7.571;7.884;8.240;8.271;9.468;10.367;11.176;11.948;13.781;14.635;16.051;17.940;18.429;18.519;19.355;18.609;19.579;21.624;23.628;27.939;32.357;37.023;46.608;48.129;56.732;65.265;68.381;74.253;79.312;80.557;82.390;87.422;87.922;83.978;80.700;84.532;88.315;94.046;100.288;107.043;114.282;2019
KNA;St. Kitts and Nevis;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.058;0.069;0.079;0.078;0.091;0.101;0.119;0.136;0.161;0.179;0.203;0.201;0.223;0.243;0.272;0.293;0.312;0.351;0.366;0.389;0.421;0.458;0.481;0.469;0.507;0.547;0.644;0.689;0.751;0.748;0.760;0.818;0.800;0.840;0.917;0.923;0.971;0.997;1.011;1.065;0.852;0.831;0.913;1.000;1.076;1.129;1.185;2019
LCA;St. Lucia;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.170;0.194;0.183;0.197;0.251;0.284;0.340;0.375;0.430;0.487;0.580;0.614;0.674;0.685;0.714;0.763;0.789;0.806;0.877;0.922;0.933;0.892;0.900;0.987;1.067;1.136;1.268;1.336;1.438;1.402;1.487;1.577;1.605;1.665;1.755;1.808;1.865;1.999;2.066;2.122;1.692;1.787;2.020;2.127;2.222;2.307;2.388;2019
VCT;St. Vincent and the Grenadines;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.082;0.102;0.114;0.122;0.135;0.146;0.161;0.176;0.201;0.215;0.240;0.255;0.278;0.286;0.289;0.316;0.331;0.348;0.374;0.391;0.396;0.430;0.462;0.482;0.522;0.551;0.611;0.684;0.695;0.675;0.681;0.676;0.693;0.721;0.728;0.755;0.774;0.792;0.811;0.825;0.787;0.798;0.854;0.900;0.946;0.991;1.038;2019
SDN;Sudan;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;9.095;6.530;4.748;6.485;7.992;5.547;7.400;11.964;9.551;16.853;2.245;2.528;3.100;5.246;5.961;6.694;8.377;10.241;10.924;10.714;13.134;15.716;18.137;21.355;26.646;35.183;45.264;59.440;64.833;54.812;65.716;66.448;48.948;52.892;60.726;64.536;64.883;47.837;35.891;33.564;34.370;35.827;35.917;36.745;37.976;39.556;41.245;2019
SUR;Suriname;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;1.192;1.333;1.372;1.325;1.296;1.309;1.336;1.469;1.741;2.034;0.539;0.594;0.551;0.434;0.488;0.927;1.153;1.235;1.483;1.222;1.266;1.090;1.376;1.615;1.868;2.235;2.626;2.936;3.533;3.876;4.368;4.422;4.980;5.146;5.241;4.787;3.129;3.216;3.465;3.697;2.410;2.465;2.571;2.704;2.822;2.934;3.063;2019
SWE;Sweden;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;140.384;128.148;113.059;103.890;108.255;113.249;149.633;181.991;205.883;216.691;259.900;272.205;283.228;212.953;229.034;267.307;291.746;268.146;270.810;274.071;262.834;242.395;266.848;334.337;385.119;392.219;423.091;491.255;517.706;436.536;495.813;574.094;552.484;586.842;581.964;505.104;515.655;541.019;555.455;531.283;537.610;625.948;661.242;695.331;730.118;767.053;806.044;2019
CHE;Switzerland;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;122.701;112.293;114.856;114.512;109.596;111.242;159.381;199.367;215.521;208.386;266.214;269.391;279.957;272.079;301.353;353.295;340.775;295.263;303.790;298.199;279.946;287.554;310.611;363.391;405.059;420.153;443.889;493.925;570.096;558.109;602.899;721.703;692.405;713.254;734.730;702.214;695.457;704.772;736.433;732.187;747.427;824.734;874.157;905.181;949.873;988.213;1,040.195;2019
SYR;Syria;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;12.980;16.652;17.415;18.649;19.171;21.177;25.428;32.497;16.538;9.849;12.303;12.738;13.263;13.796;15.105;16.556;17.761;16.573;16.144;16.785;19.861;20.979;22.758;21.702;25.204;28.881;33.824;40.488;52.631;53.939;60.043;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2010
TWN;Taiwan Province of China;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;42.285;48.969;49.535;54.148;61.071;63.617;78.195;105.039;126.473;152.704;166.622;187.140;222.911;236.339;256.247;279.059;292.494;303.284;279.964;303.830;330.680;299.276;307.439;317.381;346.924;374.060;386.450;406.907;415.901;390.829;444.281;483.974;495.610;512.943;535.328;534.515;543.081;590.733;609.198;612.168;668.510;759.104;810.665;851.056;894.230;929.413;967.718;2020
TJK;Tajikistan;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.291;0.678;0.829;0.569;1.052;1.121;1.320;1.087;0.991;1.057;1.212;1.555;2.073;2.311;2.811;3.712;5.135;4.977;5.642;6.523;7.592;8.506;9.242;7.857;6.953;7.144;7.520;8.117;7.997;7.825;8.301;8.756;9.243;9.776;10.294;2019
TZA;Tanzania;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;10.873;13.005;14.932;15.294;13.915;12.556;15.874;7.821;7.474;6.444;5.172;6.019;5.588;5.170;5.478;6.382;7.889;9.341;11.481;11.777;12.369;12.610;13.125;14.159;15.576;17.174;18.867;21.807;27.762;28.985;31.533;34.067;39.651;45.681;50.002;47.384;49.774;53.227;56.699;60.810;63.244;65.919;70.068;74.344;79.243;84.843;90.822;2019
THA;Thailand;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;33.422;35.999;37.799;41.366;43.179;40.185;44.520;52.204;63.704;74.637;88.467;101.247;115.576;128.889;146.684;169.279;183.035;150.180;113.676;126.539;126.132;120.105;134.177;152.142;172.752;189.084;221.579;263.007;290.970;281.399;340.928;370.929;397.722;420.364;407.373;401.142;413.497;456.523;506.403;544.152;501.888;538.735;577.911;608.066;636.982;669.687;704.184;2020
TLS;Timor-Leste;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.367;0.477;0.469;0.490;0.441;0.462;0.454;0.543;0.648;0.727;0.882;1.055;1.148;1.396;1.447;1.594;1.651;1.599;1.560;2.018;1.791;1.726;1.832;1.930;2.024;2.164;2.318;2019
TGO;Togo;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;1.994;1.656;1.396;1.330;1.222;1.281;1.795;2.107;2.345;2.302;2.772;2.740;2.873;2.189;1.697;2.240;2.448;2.494;2.361;2.370;2.014;2.000;2.301;2.854;3.048;3.080;3.173;3.592;4.483;4.554;4.630;5.223;5.229;5.831;6.174;5.641;6.030;6.393;7.117;7.221;7.495;8.627;9.361;10.097;10.937;11.827;12.785;2016
TON;Tonga;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.071;0.079;0.079;0.077;0.081;0.076;0.090;0.098;0.115;0.139;0.144;0.169;0.178;0.183;0.189;0.207;0.218;0.222;0.212;0.197;0.203;0.181;0.183;0.202;0.231;0.262;0.292;0.299;0.344;0.312;0.367;0.415;0.471;0.451;0.440;0.437;0.421;0.460;0.486;0.517;0.514;0.508;0.542;0.573;0.600;0.625;0.649;2019
TTO;Trinidad and Tobago;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;6.343;7.113;8.280;7.898;7.891;7.503;4.877;4.880;4.574;4.397;5.155;5.399;5.533;4.656;5.032;5.421;5.859;5.837;6.148;6.925;8.295;8.960;9.148;11.464;13.472;16.170;18.600;22.006;28.233;19.562;22.522;25.789;25.763;27.268;27.616;24.960;22.394;22.385;23.680;23.208;21.530;22.161;23.283;24.093;24.785;25.500;26.241;2019
TUN;Tunisia;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;9.566;9.223;8.900;9.202;9.054;9.245;9.910;10.663;11.073;11.069;13.474;14.202;16.978;15.944;17.052;19.654;21.283;20.747;21.803;22.943;21.474;22.066;23.142;27.454;31.184;32.272;34.377;38.915;44.844;43.466;44.054;45.810;45.044;46.248;47.634;43.172;41.801;39.627;40.139;39.169;39.553;44.265;46.527;48.428;50.312;52.233;54.058;2019
TUR;Turkey;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;96.596;97.865;88.918;84.968;82.642;92.827;102.337;118.926;125.032;147.727;207.508;208.402;219.176;248.573;179.359;233.566;250.486;261.857;275.834;256.566;274.321;202.248;240.191;314.752;409.127;506.186;555.126;680.489;770.820;648.797;776.558;838.508;880.141;957.504;938.512;864.071;869.280;858.932;779.599;760.940;719.537;794.530;868.440;953.982;1,042.330;1,149.239;1,263.766;2020
TKM;Turkmenistan;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.951;5.363;4.542;5.874;2.379;2.681;2.862;3.857;5.022;6.933;8.700;11.424;14.196;17.174;21.393;25.962;21.516;20.214;22.583;29.233;35.164;39.198;43.524;35.800;36.169;37.926;40.765;45.231;47.354;54.218;59.268;64.740;70.815;77.518;84.886;2019
TUV;Tuvalu;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.014;0.013;0.016;0.018;0.022;0.022;0.023;0.027;0.031;0.027;0.031;0.038;0.037;0.037;0.037;0.035;0.040;0.043;0.046;0.047;0.048;0.057;0.061;0.066;0.071;0.076;0.081;2018
UGA;Uganda;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;7.486;12.120;8.410;9.619;7.399;6.771;6.746;10.878;11.268;9.136;7.452;3.897;3.645;4.311;6.240;7.473;7.713;8.407;8.230;7.823;7.756;7.835;8.425;8.725;10.750;12.460;14.079;17.512;22.419;24.107;24.683;27.501;30.939;32.331;33.122;27.445;29.557;31.384;34.095;37.788;37.613;41.271;44.830;46.072;49.730;54.718;60.377;2019
UKR;Ukraine;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;22.193;35.025;38.012;38.275;46.083;51.867;43.315;32.661;32.331;37.863;42.339;50.096;64.752;85.996;107.767;143.260;181.313;117.079;136.011;163.161;175.707;179.572;130.571;90.489;93.313;112.125;130.927;153.895;151.543;164.593;185.185;202.512;220.456;240.749;262.868;2019
ARE;United Arab Emirates;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;40.415;45.002;41.848;38.345;38.012;37.310;29.568;32.466;32.999;38.090;49.090;49.821;52.208;53.438;57.450;63.637;70.991;76.171;73.394;82.865;103.893;103.312;109.816;124.346;147.824;180.617;222.117;257.916;315.475;253.547;289.787;350.666;374.591;390.108;403.137;358.135;357.045;385.605;422.215;421.142;354.279;401.513;409.757;419.354;432.163;447.690;465.402;2019
GBR;United Kingdom;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;603.983;587.652;558.720;532.476;504.571;536.938;655.086;813.006;989.570;1,007.448;1,193.691;1,247.882;1,289.065;1,154.118;1,239.716;1,341.878;1,416.838;1,558.529;1,651.775;1,682.590;1,661.335;1,639.079;1,782.892;2,052.787;2,413.134;2,535.643;2,709.826;3,094.593;2,952.326;2,421.024;2,484.017;2,660.794;2,704.498;2,785.062;3,067.117;2,933.433;2,703.242;2,664.705;2,860.982;2,833.301;2,710.970;3,124.650;3,340.838;3,490.266;3,660.580;3,838.707;4,027.862;2020
USA;United States;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;2,857.325;3,207.025;3,343.800;3,634.025;4,037.650;4,339.000;4,579.625;4,855.250;5,236.425;5,641.600;5,963.125;6,158.125;6,520.325;6,858.550;7,287.250;7,639.750;8,073.125;8,577.550;9,062.825;9,630.700;10,252.350;10,581.825;10,936.450;11,458.250;12,213.725;13,036.625;13,814.600;14,451.875;14,712.825;14,448.925;14,992.050;15,542.600;16,197.050;16,784.825;17,527.275;18,238.300;18,745.100;19,542.975;20,611.875;21,433.225;20,932.750;22,675.271;24,003.704;24,892.611;25,790.123;26,719.625;27,659.150;2020
URY;Uruguay;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;12.165;13.578;11.100;6.093;5.794;5.662;7.029;8.794;9.098;9.589;11.156;13.445;15.451;17.999;20.965;23.152;24.613;26.044;27.587;26.066;24.804;22.712;14.809;13.109;14.892;18.901;21.314;25.486;32.988;34.395;43.763;52.103;55.692;62.499;62.178;57.874;57.237;64.234;64.765;62.212;55.711;55.459;58.497;61.091;63.702;66.417;69.117;2019
UZB;Uzbekistan;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.361;6.742;7.991;12.459;16.470;17.395;17.683;20.160;16.227;13.760;11.424;11.982;14.198;16.929;20.142;26.389;33.840;39.583;46.686;56.549;63.631;69.008;76.661;81.340;81.323;58.147;50.378;57.726;57.706;61.203;67.144;74.428;82.875;91.964;102.168;2019
VUT;Vanuatu;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;0.121;0.114;0.114;0.117;0.144;0.132;0.128;0.139;0.158;0.154;0.169;0.201;0.209;0.200;0.234;0.249;0.261;0.273;0.262;0.268;0.272;0.257;0.262;0.315;0.365;0.390;0.435;0.517;0.582;0.590;0.652;0.738;0.736;0.755;0.774;0.744;0.775;0.880;0.928;0.924;0.864;0.912;0.974;1.034;1.091;1.151;1.209;2018
VEN;Venezuela;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;69.841;78.367;79.998;79.672;57.826;59.865;60.877;46.854;60.378;44.672;48.391;53.382;60.400;59.865;58.357;77.427;70.536;85.684;91.836;97.517;117.596;123.119;95.258;83.684;112.254;143.375;178.521;232.857;306.764;268.624;318.281;352.540;352.191;258.993;203.822;323.595;279.249;143.841;98.400;63.960;47.255;42.530;40.403;n/a;n/a;n/a;n/a;2018
VNM;Vietnam;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;35.357;17.617;23.369;35.204;61.171;19.045;43.009;53.385;29.501;7.991;8.217;9.704;12.528;16.736;20.712;26.407;31.352;34.146;34.580;36.444;39.585;41.297;44.563;50.233;62.877;73.197;84.301;98.429;124.774;129.054;143.257;171.368;195.168;212.738;232.893;236.840;252.149;277.074;304.016;329.537;340.821;354.868;389.746;428.124;471.420;517.265;567.262;2019
WBG;West Bank and Gaza;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.843;3.283;3.410;3.760;4.068;4.271;4.314;4.004;3.556;3.968;4.603;5.126;5.348;5.816;7.310;8.086;9.682;11.186;12.208;13.516;13.990;13.972;15.405;16.128;16.277;17.134;15.519;16.481;17.886;18.831;19.559;20.245;20.955;2019
YEM;Yemen;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;12.644;14.665;17.959;21.737;28.019;12.796;6.496;6.838;6.322;7.639;9.679;9.853;10.693;11.778;13.868;16.732;19.063;21.651;26.911;25.130;30.907;32.726;35.401;40.415;43.229;42.445;30.934;26.736;23.486;22.568;20.140;25.095;25.826;29.102;30.772;32.669;34.334;2019
ZMB;Zambia;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;4.246;4.385;4.232;3.653;3.003;2.848;1.962;2.431;4.095;4.365;4.085;3.690;3.614;3.549;3.657;3.799;3.599;4.303;3.538;3.405;3.601;4.094;4.194;4.902;6.221;8.329;12.762;14.060;17.914;15.332;20.264;23.455;25.502;28.042;27.145;21.245;20.965;25.874;26.312;23.309;18.529;18.955;19.083;19.587;20.294;21.032;21.813;2019
ZWE;Zimbabwe;Gross domestic product, current prices;U.S. dollars;Billions;See notes for:  Gross domestic product, current prices (National currency).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10.144;9.450;7.793;7.569;7.959;8.263;10.117;10.386;12.099;11.769;11.340;11.244;10.735;9.574;9.465;9.046;8.141;7.785;6.707;9.666;12.042;14.102;17.115;19.091;19.496;19.963;20.054;21.890;21.093;19.273;21.038;26.085;29.363;29.319;29.979;30.880;32.042;2019
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
International Monetary Fund, World Economic Outlook Database, April 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
